-3.14159,-0.000352832,
-2.96077,0.864613,
-2.61799,0.268503,
-2.27522,0.0405834,
-2.0944,-0.000176308,
-3.14159,0.432042,
-2.96077,0.13417,
-2.61799,0.0202793,
-2.27522,-0.00016439,
-2.0944,0.402837,
-3.14159,0.1251,
-2.96077,0.0189085,
-2.61799,8.28234e-06,
-2.27522,-0.0202958,
-2.0944,-0.00630282,
-3.14159,-0.00095265,
-2.96077,-0.000176308,
-2.61799,0.432042,
-2.27522,0.13417,
-2.0944,0.0202793,
-3.14159,-8.81001e-05,
-2.96077,0.215889,
-2.61799,0.0670437,
-2.27522,0.0101334,
-2.0944,-8.21448e-05,
-3.14159,0.201295,
-2.96077,0.0625118,
-2.61799,0.00944844,
-2.27522,4.13864e-06,
-2.0944,-0.0101417,
-3.14159,-0.00314948,
-2.96077,-0.000476033,
-2.61799,-0.00016439,
-2.27522,0.402837,
-2.0944,0.1251,
-3.14159,0.0189085,
-2.96077,-8.21448e-05,
-2.61799,0.201295,
-2.27522,0.0625118,
-2.0944,0.00944844,
-3.14159,-7.65921e-05,
-2.96077,0.187689,
-2.61799,0.0582862,
-2.27522,0.00880976,
-2.0944,3.85888e-06,
-3.14159,-0.00945616,
-2.96077,-0.00293659,
-2.61799,-0.000443855,
-2.27522,8.28234e-06,
-2.0944,-0.0202958,
-3.14159,-0.00630282,
-2.96077,-0.00095265,
-2.61799,4.13864e-06,
-2.27522,-0.0101417,
-2.0944,-0.00314948,
-3.14159,-0.000476033,
-2.96077,3.85888e-06,
-2.61799,-0.00945616,
-2.27522,-0.00293659,
-2.0944,-0.000443855,
-3.14159,-1.94418e-07,
-2.96077,0.000476422,
-2.61799,0.000147952,
-2.27522,2.23624e-05,
-2.0944,-0.000176524,
-3.14159,0.432571,
-2.96077,0.134334,
-2.61799,0.0203041,
-2.27522,-8.8208e-05,
-2.0944,0.216153,
-3.14159,0.0671258,
-2.96077,0.0101458,
-2.61799,-8.22455e-05,
-2.27522,0.201542,
-2.0944,0.0625884,
-3.14159,0.00946002,
-2.96077,4.14371e-06,
-2.61799,-0.0101541,
-2.27522,-0.00315334,
-2.0944,-0.000476617,
-3.14159,0.000176524,
-2.96077,-0.432571,
-2.61799,-0.134334,
-2.27522,-0.0203041,
-2.0944,8.8208e-05,
-3.14159,-0.216153,
-2.96077,-0.0671258,
-2.61799,-0.0101458,
-2.27522,8.22455e-05,
-2.0944,-0.201542,
-3.14159,-0.0625884,
-2.96077,-0.00946002,
-2.61799,-4.14371e-06,
-2.27522,0.0101541,
-2.0944,0.00315334,
-3.14159,0.000476617,
-2.96077,-5.67883e-14,
-2.61799,-6.26827e-14,
-2.27522,1.03508e-13,
-2.0944,-1.1915e-14,
-3.14159,-3.55934e-15,
-2.96077,-1.06952e-13,
-2.61799,2.22687e-13,
-2.27522,4.74083e-14,
-2.0944,1.10706e-13,
-3.14159,2.31896e-13,
-2.96077,-9.59484e-13,
-2.61799,-3.96586e-13,
-2.27522,-1.02083e-13,
-2.0944,1.07801e-13,
-3.14159,2.6413e-13,
-2.96077,-8.43528e-14,
-2.61799,1.65647e-05,
-2.27522,-0.0405917,
-2.0944,-0.0126056,
-3.14159,-0.0019053,
-2.96077,8.27727e-06,
-2.61799,-0.0202834,
-2.27522,-0.00629896,
-2.0944,-0.000952067,
-3.14159,7.71776e-06,
-2.96077,-0.0189123,
-2.61799,-0.00587318,
-2.27522,-0.000887711,
-2.0944,-3.88838e-07,
-3.14159,0.000952844,
-2.96077,0.000295904,
-2.61799,4.47248e-05,
-2.27522,0.000176308,
-2.0944,-0.432042,
-3.14159,-0.13417,
-2.96077,-0.0202793,
-2.61799,8.81001e-05,
-2.27522,-0.215889,
-2.0944,-0.0670437,
-3.14159,-0.0101334,
-2.96077,8.21448e-05,
-2.61799,-0.201295,
-2.27522,-0.0625118,
-2.0944,-0.00944844,
-3.14159,-4.13864e-06,
-2.96077,0.0101417,
-2.61799,0.00314948,
-2.27522,0.000476033,
-2.0944,0.000352832,
-3.14159,-0.864613,
-2.96077,-0.268503,
-2.61799,-0.0405834,
-2.27522,0.000176308,
-2.0944,-0.432042,
-3.14159,-0.13417,
-2.96077,-0.0202793,
-2.61799,0.00016439,
-2.27522,-0.402837,
-2.0944,-0.1251,
-3.14159,-0.0189085,
-2.96077,-8.28234e-06,
-2.61799,0.0202958,
-2.27522,0.00630282,
-2.0944,0.00095265,
-3.14159,0.00016439,
-2.96077,-0.402837,
-2.61799,-0.1251,
-2.27522,-0.0189085,
-2.0944,8.21448e-05,
-3.14159,-0.201295,
-2.96077,-0.0625118,
-2.61799,-0.00944844,
-2.27522,7.65921e-05,
-2.0944,-0.187689,
-3.14159,-0.0582862,
-2.96077,-0.00880976,
-2.61799,-3.85888e-06,
-2.27522,0.00945616,
-2.0944,0.00293659,
-3.14159,0.000443855,
-2.96077,8.28234e-06,
-2.61799,-0.0202958,
-2.27522,-0.00630282,
-2.0944,-0.00095265,
-3.14159,4.13864e-06,
-2.96077,-0.0101417,
-2.61799,-0.00314948,
-2.27522,-0.000476033,
-2.0944,3.85888e-06,
-3.14159,-0.00945616,
-2.96077,-0.00293659,
-2.61799,-0.000443855,
-2.27522,-1.94419e-07,
-2.0944,0.000476422,
-3.14159,0.000147952,
-2.96077,2.23624e-05,
-2.61799,0.000352832,
-2.27522,-0.864613,
-2.0944,-0.268503,
-3.14159,-0.0405834,
-2.96077,0.000176308,
-2.61799,-0.432042,
-2.27522,-0.13417,
-2.0944,-0.0202793,
-3.14159,0.00016439,
-2.96077,-0.402837,
-2.61799,-0.1251,
-2.27522,-0.0189085,
-2.0944,-8.28234e-06,
-3.14159,0.0202958,
-2.96077,0.00630282,
-2.61799,0.00095265,
-2.27522,0.000176308,
-2.0944,-0.432042,
-3.14159,-0.13417,
-2.96077,-0.0202793,
-2.61799,8.81001e-05,
-2.27522,-0.215889,
-2.0944,-0.0670437,
-3.14159,-0.0101334,
-2.96077,8.21448e-05,
-2.61799,-0.201295,
-2.27522,-0.0625118,
-2.0944,-0.00944844,
-3.14159,-4.13864e-06,
-2.96077,0.0101417,
-2.61799,0.00314948,
-2.27522,0.000476033,
-2.0944,0.00016439,
-3.14159,-0.402837,
-2.96077,-0.1251,
-2.61799,-0.0189085,
-2.27522,8.21448e-05,
