2.51114,-0.000352832,0.000352832,0,2.39974,2.39974,2.39974,2.39974,
0.657241,0.864613,0.000176308,0,-1.87544,-1.87544,-1.87544,-1.87544,
-2.78705,0.268503,0.00016439,0,-2.55269,-2.55269,-2.55269,-2.55269,
1.32717,0.0405834,-8.28234e-06,0,3.33412,3.33412,3.33412,3.33412,
4.94819,-0.000176308,-0.864613,0,7.81101,7.81101,7.81101,7.81101,
0.418093,0.432042,-0.432042,0,-9.5493,-9.5493,-9.5493,-9.5493,
-1.05111,0.13417,-0.402837,0,-2.37012,-2.37012,-2.37012,-2.37012,
0.18257,0.0202793,0.0202958,0,0.716197,0.716197,0.716197,0.716197,
-0.743683,-0.00016439,-0.268503,0,-0.494672,-0.494672,-0.494672,-0.494672,
-2.30942,0.402837,-0.13417,0,0.95493,0.95493,0.95493,0.95493,
-0.90178,0.1251,-0.1251,0,-7.86663e-11,-7.86663e-11,-7.86663e-11,-7.86663e-11,
-0.0162738,0.0189085,0.00630282,0,-1.44769e-11,-1.44769e-11,-1.44769e-11,-1.44769e-11,
-0.127938,8.28234e-06,-0.0405834,0,5.04551e-12,5.04551e-12,5.04551e-12,5.04551e-12,
-0.0498581,-0.0202958,-0.0202793,0,-7.10035e-12,-7.10035e-12,-7.10035e-12,-7.10035e-12,
1.08425,-0.00630282,-0.0189085,0,1.48662e-11,1.48662e-11,1.48662e-11,1.48662e-11,
-0.54949,-0.00095265,0.00095265,0,7.81101,7.81101,7.81101,7.81101,
1.00469,-0.000176308,0.000176308,0,3.33412,3.33412,3.33412,3.33412,
0.320314,0.432042,8.81001e-05,0,-2.55269,-2.55269,-2.55269,-2.55269,
-4.29818,0.13417,8.21448e-05,0,-1.87544,-1.87544,-1.87544,-1.87544,
-1.12342,0.0202793,-4.13864e-06,0,2.39974,2.39974,2.39974,2.39974,
0.578953,-8.81001e-05,-0.432042,0,3.35467,3.35467,3.35467,3.35467,
0.178633,0.215889,-0.215889,0,-2.37012,-2.37012,-2.37012,-2.37012,
-0.705942,0.0670437,-0.201295,0,-1.83649,-1.83649,-1.83649,-1.83649,
0.350752,0.0101334,0.0101417,0,0.964007,0.964007,0.964007,0.964007,
2.30537,-8.21448e-05,-0.13417,0,-1.73829,-1.73829,-1.73829,-1.73829,
0.194837,0.201295,-0.0670437,0,8.54496e-11,8.54496e-11,8.54496e-11,8.54496e-11,
-0.489787,0.0625118,-0.0625118,0,6.35669e-12,6.35669e-12,6.35669e-12,6.35669e-12,
0.0852538,0.00944844,0.00314948,0,-1.46874e-11,-1.46874e-11,-1.46874e-11,-1.46874e-11,
-0.345723,4.13864e-06,-0.0202793,0,6.30531e-12,6.30531e-12,6.30531e-12,6.30531e-12,
-0.326494,-0.0101417,-0.0101334,0,-1.6739e-11,-1.6739e-11,-1.6739e-11,-1.6739e-11,
0.221962,-0.00314948,-0.00944844,0,-2.17975e-11,-2.17975e-11,-2.17975e-11,-2.17975e-11,
-0.288154,-0.000476033,0.000476033,0,-3.23855e-12,-3.23855e-12,-3.23855e-12,-3.23855e-12,
0.956782,-0.00016439,0.00016439,0,-6.58488e-12,-6.58488e-12,-6.58488e-12,-6.58488e-12,
3.84531,0.402837,8.21448e-05,0,1.99708e-11,1.99708e-11,1.99708e-11,1.99708e-11,
